0.0,-6.6570739603415e-21,0.0,6.840456118109045e-7,4.7573333147832003e-7,1.7321199182097536e-8,3.527564271000989e-11,3.438862909636376e-12,1.4326261567631169e-13,2.414801295708457e-15,6.879540595401644e-17,7.235659741319936e-19
0.0,2.0102892538599362e-21,0.0,1.5768311395274796e-7,5.00155786845204e-7,4.051093119209801e-9,4.904984498579064e-10,3.5493447376275095e-13,2.21711491919931e-13,9.262573897509602e-16,1.8412199639009415e-17,2.514190335855227e-18
0.0,6.128113279213425e-21,0.0,3.781430683923433e-7,7.14497968985577e-7,1.6850048730460867e-9,6.130330044226295e-10,4.500472048870303e-12,8.444866263204192e-14,2.743711585952631e-15,4.169632735625779e-17,6.14675942856122e-19
0.0,-1.1600214461916928e-20,0.0,9.277449167561104e-6,1.2734413900981516e-7,2.848041488830191e-8,2.212627089782034e-10,4.536074160661633e-12,9.630383232745637e-14,1.4274456352655793e-16,3.604770797151335e-17,1.5083830570870652e-18
0.0,2.4130917544422136e-20,0.0,1.1710109104698301e-7,6.678508709588971e-8,1.0711470905029212e-8,3.3534348768947164e-10,7.472869947415255e-12,9.618716721560605e-14,4.013065179872501e-15,3.340317798732315e-17,4.573770635160269e-19
0.0,-2.1743656627183525e-21,0.0,6.763604164506517e-7,2.0436639813235836e-6,2.9996552022032837e-9,2.919978232881594e-11,5.9398819996449625e-12,6.108167007497756e-14,7.483053302866468e-16,4.633161758080362e-17,3.905142647444699e-20
0.0,7.863236987806886e-21,0.0,7.503213432077653e-7,1.6586865554148914e-7,6.534009380997656e-9,2.8405215133132003e-10,1.0110716310521795e-11,1.3744568269485056e-13,2.2418465899778655e-15,1.0147413574382655e-17,2.8635412357604716e-19
0.0,4.04537275393309e-20,0.0,9.364949092409842e-7,3.2312485134762266e-7,4.793297435101024e-9,3.384631470514457e-10,6.656861276322514e-12,8.864281788747063e-14,1.0696561317144078e-15,9.582353842068643e-17,2.097311109113702e-19
0.0,-2.838856082860906e-21,0.0,9.926464207682195e-8,1.1444174267496514e-7,5.7443331058091905e-9,2.1433539279253812e-10,9.568307048646633e-12,3.704341625180522e-14,8.101064064680546e-15,1.844156709758205e-17,9.612822325000004e-19
0.0,1.1603417992954624e-19,0.0,1.0370792105266389e-5,3.799444222826455e-7,2.079549377605736e-8,3.976119724790393e-10,1.810043967087414e-12,1.1346194239851075e-13,1.1825019664565666e-15,4.27990660312798e-18,1.8400180856465344e-18
0.0,6.525459571985604e-21,0.0,4.351825153458214e-7,7.74114968719996e-8,6.26148383445804e-9,2.4309065764302337e-10,1.6764543862652887e-11,9.170485385854612e-14,1.8346429139978406e-15,2.942116195864464e-17,2.9906470265710893e-19
0.0,5.485130464412533e-20,0.0,4.2540127308082383e-7,6.087747885640626e-7,1.6826014660928648e-9,5.847759016653843e-10,3.952786168425221e-12,1.909027492072377e-14,3.128633922783089e-15,8.1493454900075e-18,2.2896979888156626e-18
0.0,1.2460749387583994e-21,0.0,3.9115251724996395e-7,8.511005524023958e-7,5.883208845237628e-9,2.3392200177298186e-11,1.4518380741352078e-11,2.0004112425100797e-13,1.2731181919531616e-15,1.8424843813586126e-17,1.0895653008720149e-18
0.0,3.8493151689948584e-20,0.0,2.5747530167234913e-7,5.708941998923519e-7,5.053024380986151e-10,3.1472442727584434e-10,3.122143837720873e-12,1.9055044648988155e-13,3.547881233111192e-16,8.209197262288895e-18,1.7168419888733158e-18
0.0,4.914801263668048e-21,0.0,5.828879118924462e-8,3.352170581761328e-7,4.95971585006948e-8,4.7702976162579473e-11,2.157718338559771e-12,6.551406494318231e-14,4.912477561829698e-16,5.056848273546082e-17,1.4131109012890806e-18
0.0,-2.3867697608841447e-21,0.0,2.327105543594287e-7,3.8358913855493025e-7,6.4077001954692015e-9,3.8352024630196015e-10,2.2510699071456057e-11,3.624054980554734e-15,1.1752443048948125e-15,8.087353836002865e-18,7.373909800231419e-19
0.0,-2.160208821623753e-21,2.907697634938765e-6,3.0452514894573974e-6,9.113633762690573e-8,1.0695384691376688e-8,5.577944280039091e-11,2.5013893237937026e-12,1.7434241249265902e-13,4.867542332358417e-15,7.86733129397505e-17,1.7373969416821152e-18
0.0,-4.721722162843398e-21,0.0,2.080532007684811e-7,4.4909513641833613e-7,2.305924308841304e-8,2.8014246515863707e-12,6.436205039882257e-12,8.127882443104289e-14,1.5237087475088874e-15,1.2717592358382617e-17,1.9416613049898485e-18
0.0,8.252483891945164e-21,0.0,1.3586026262677471e-6,2.8356089179629084e-7,2.9725669479995917e-8,2.4866601743427065e-10,7.579561613017974e-13,9.756311453094553e-14,2.42159610563674e-15,4.560432024223843e-17,3.600488493846831e-19
0.0,4.361895891008823e-20,0.0,5.836102300925333e-7,7.056145928092274e-8,3.976760285319255e-9,1.295528013083309e-10,1.2558545974557791e-11,6.944070503498159e-14,2.3072801604730592e-15,6.584248520958418e-17,8.941874167081355e-19
0.0,1.7028493977003794e-20,0.0,6.059340787317513e-7,3.360138430122024e-8,2.5414230810005755e-8,1.04596726145839e-10,2.0807120624463345e-12,2.868056671396731e-14,1.6767241694911216e-16,7.729772892666771e-17,2.898928726971751e-18
0.0,3.803050704450765e-20,0.0,4.261774547223069e-6,2.291681732637324e-7,1.9797086701116616e-9,4.246630421515825e-11,6.342217677594697e-12,1.7859578118074509e-13,6.59790398487054e-15,4.618692983467418e-17,4.936316828007935e-20
0.0,4.390914588721617e-21,7.808489196154279e-6,1.5018766497592065e-6,2.501465494519277e-7,6.426408102017423e-9,8.603648678680205e-10,9.989178622372594e-13,5.2250883118426516e-14,2.4453171858703007e-15,1.1043991156003405e-16,1.1021661132894096e-19
0.0,5.767703867220675e-20,3.242235056906611e-6,4.347912543377013e-6,5.726741737485716e-7,4.105266269659766e-9,1.7844778513715696e-10,8.570680101494267e-13,5.4463161919327746e-14,4.707319444286242e-15,1.5845077784235819e-16,1.350224362698459e-19
