0.0,0.0,0.0,-1.0,0.0
0.0,0.0,0.02,-0.9799688250442649,1.4436174777809896e-7
0.0,0.0,0.04,-0.9597529526102114,4.446574482064314e-6
0.0,0.0,0.06,-0.9391607846499932,3.3231509003806003e-5
0.0,0.0,0.08,-0.9179644506820182,0.00014092437567003735
0.0,0.0,0.1,-0.8958559880035142,0.00044338787485354025
0.0,0.0,0.12,-0.8723662307824714,0.0011706100475545878
0.0,0.0,0.14,-0.8466783191468252,0.0027886334240432298
0.0,0.0,0.16,-0.8170796327284076,0.006354570467311915
0.0,0.0,0.18,-0.7785087086973388,0.015074303291326197
0.0,0.0,0.2,-0.6672590944831946,0.06604931808763737
0.0,0.0,0.22,-0.5799449682432558,0.09095333028413688
0.0,0.0,0.24,-0.5433208726038367,0.09056860217646312
0.0,0.0,0.26,-0.5154506376805962,0.08707644222631439
0.0,0.0,0.28,-0.4917171359525947,0.08255824203890383
0.0,0.0,0.3,-0.47047080106094263,0.07767615301504494
0.0,0.02,0.0,-0.9999681918591024,1.4428324457416153e-7
0.0,0.02,0.02,-0.9797629063072621,4.016718453625501e-6
0.0,0.02,0.04,-0.9592125890260137,2.894908136141794e-5
0.0,0.02,0.06,-0.938116839256108,0.00012014510807578649
0.0,0.02,0.08,-0.9162126686066681,0.00037142671246903625
0.0,0.02,0.1,-0.8931159181300143,0.0009628767823088857
0.0,0.02,0.12,-0.8681976085895434,0.0022410437705192576
0.0,0.02,0.14,-0.8402652714213817,0.004924098625372131
0.0,0.02,0.16,-0.8064617140302088,0.010798494196162634
0.0,0.02,0.18,-0.7551359212712943,0.02707676533095249
0.0,0.02,0.2,-0.6256307505625157,0.08245639446983333
0.0,0.02,0.22,-0.5743039384720486,0.08910120888791528
0.0,0.02,0.24,-0.5414276562952449,0.0876086700442259
0.0,0.02,0.26,-0.5149603113683977,0.0840006286800149
0.0,0.02,0.28,-0.4919223018886121,0.07960451777294464
0.0,0.02,0.3,-0.4710658763876637,0.07491755987650822
0.0,0.04,0.0,-0.9997428600461271,4.434220632454355e-6
0.0,0.04,0.02,-0.9791968840574755,2.8877141049155064e-5
0.0,0.04,0.04,-0.9581423563612084,0.00011352252566765308
0.0,0.04,0.06,-0.9363490068750208,0.00033844221523937623
0.0,0.04,0.08,-0.913490578003349,0.0008521514359275395
0.0,0.04,0.1,-0.8890565914000926,0.001928351613238899
0.0,0.04,0.12,-0.8621455779503354,0.004098035772964859
0.0,0.04,0.14,-0.8308585811325255,0.008530660256446665
0.0,0.04,0.16,-0.789672362891025,0.018639190844961795
0.0,0.04,0.18,-0.701284490518885,0.05562193518635894
0.0,0.04,0.2,-0.61067667281499,0.0845625467462644
0.0,0.04,0.22,-0.5698676796325238,0.08672021377676487
0.0,0.04,0.24,-0.5397528538109136,0.08454516970497983
0.0,0.04,0.26,-0.5145045152641385,0.08088466448788512
0.0,0.04,0.28,-0.492118368133373,0.07662059183291242
0.0,0.04,0.3,-0.4716447711777875,0.07212798114466407
0.0,0.06,0.0,-0.9991096875080491,3.297337971819303e-5
0.0,0.06,0.02,-0.978043166308139,0.0001191752789408973
0.0,0.06,0.04,-0.9562814077087947,0.0003364156262115614
0.0,0.06,0.06,-0.9335385956167431,0.0008132701890273264
0.0,0.06,0.08,-0.9093822282859502,0.0017776437590886207
0.0,0.06,0.1,-0.8830870321284257,0.0036492612032889005
0.0,0.06,0.12,-0.8532527936445689,0.0072777256692154735
0.0,0.06,0.14,-0.8164817122354233,0.014744935918365343
0.0,0.06,0.16,-0.7595770788853367,0.03383975608181611
0.0,0.06,0.18,-0.6553813210810421,0.07486370346121796
0.0,0.06,0.2,-0.6012434444201342,0.08396967221883778
0.0,0.06,0.22,-0.5662159533080925,0.08399763613288258
0.0,0.06,0.24,-0.5382539979190007,0.08139405281029788
0.0,0.06,0.26,-0.5140793540990143,0.07772984534682681
0.0,0.06,0.28,-0.4923058720922448,0.07360655969235347
0.0,0.06,0.3,-0.47220773840768193,0.06930769178074703
0.0,0.08,0.0,-0.9978030629330015,0.00013853044430200967
0.0,0.08,0.02,-0.9759997235986049,0.0003645671296894637
0.0,0.08,0.04,-0.953266321146054,0.0008372431916322531
