0.0,-1.4230572798720155e-21,0.0,0.0,0.0,0.0,0.0,4.131750396258203e-11,8.886583158714186e-12,3.1784558290868123e-11,2.1196458857385516e-13,1.6071435899288407e-15
0.0,1.5686109084472157e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.2632686088039677e-10,1.8578408999626933e-11,1.1554252750520976e-13,2.2745592330354212e-14
0.0,-1.754108853414213e-20,0.0,0.0,0.0,0.0,0.0,9.008624024589922e-11,4.7596638016648206e-11,1.2053788781896622e-11,3.991378324922393e-13,1.2963657902592508e-14
0.0,5.2837142292667503e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.2515300090207727e-10,3.727490974475407e-12,4.917218957619262e-13,1.4191705069213657e-14
0.0,1.352372228469703e-21,0.0,0.0,0.0,0.0,0.0,5.0644919676223584e-11,1.1441159748082562e-10,2.5942682154818788e-11,2.5087762814141793e-13,4.79486087750127e-15
0.0,6.119046998789941e-20,0.0,0.0,0.0,0.0,0.0,9.1582706417896e-11,1.1383166056780689e-10,2.8894295721000795e-13,8.518226003815449e-13,4.750983492245686e-15
0.0,-1.5248907833811e-17,0.0,0.0,0.0,0.0,0.0,4.980334547604983e-11,6.769980399150613e-11,2.31747545477168e-12,1.3624950761624906e-12,5.65196913333462e-15
0.0,7.947956787657052e-22,0.0,0.0,0.0,0.0,0.0,0.0,1.248726962524285e-10,5.911632781988313e-12,3.7138224185408877e-13,4.770232028857131e-14
0.0,1.1638218060558412e-19,0.0,0.0,0.0,0.0,0.0,1.1826523751585402e-11,1.0088066089913351e-10,7.74311247336403e-12,3.819546983948774e-15,1.1485765260279404e-14
0.0,9.034922209924119e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.2407073614811615e-10,3.331697975971203e-12,1.1099257585122943e-13,1.3440421481890512e-14
0.0,2.5084307769469882e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.2807270017004916e-10,2.1671606772291803e-11,9.33395333551585e-14,6.604591748592219e-15
0.0,5.396194054102575e-20,0.0,0.0,0.0,0.0,0.0,3.094139805304291e-11,7.328486600358584e-11,7.36124437690688e-12,6.164329959572767e-13,1.1885086441356684e-14
